question_id,option_order,option_text
history-history-timeline-12-which-0058,2,1868
history-history-timeline-12-which-0058,3,1876
history-history-timeline-13-which-0059,0,1865
history-history-timeline-13-which-0059,1,1860
history-history-timeline-13-which-0059,2,1872
history-history-timeline-13-which-0059,3,1880
history-history-timeline-14-which-0060,0,1903
history-history-timeline-14-which-0060,1,1898
history-history-timeline-14-which-0060,2,1910
history-history-timeline-14-which-0060,3,1918
history-history-timeline-15-which-0061,0,1945
history-history-timeline-15-which-0061,1,1940
history-history-timeline-15-which-0061,2,1952
history-history-timeline-15-which-0061,3,1960
history-history-timeline-16-which-0062,0,1969
history-history-timeline-16-which-0062,1,1964
history-history-timeline-16-which-0062,2,1976
history-history-timeline-16-which-0062,3,1984
history-history-timeline-17-which-0063,0,1776
history-history-timeline-17-which-0063,1,1771
history-history-timeline-17-which-0063,2,1783
history-history-timeline-17-which-0063,3,1791
history-history-timeline-18-which-0064,0,1787
history-history-timeline-18-which-0064,1,1782
history-history-timeline-18-which-0064,2,1794
history-history-timeline-18-which-0064,3,1802
history-history-timeline-19-which-0065,0,1803
history-history-timeline-19-which-0065,1,1798
history-history-timeline-19-which-0065,2,1810
history-history-timeline-19-which-0065,3,1818
history-history-timeline-20-which-0066,0,1861
history-history-timeline-20-which-0066,1,1856
history-history-timeline-20-which-0066,2,1868
history-history-timeline-20-which-0066,3,1876
history-history-timeline-21-which-0067,0,1865
history-history-timeline-21-which-0067,1,1860
history-history-timeline-21-which-0067,2,1872
history-history-timeline-21-which-0067,3,1880
history-history-timeline-22-which-0068,0,1903
history-history-timeline-22-which-0068,1,1898
history-history-timeline-22-which-0068,2,1910
history-history-timeline-22-which-0068,3,1918
history-history-timeline-23-which-0069,0,1945
history-history-timeline-23-which-0069,1,1940
history-history-timeline-23-which-0069,2,1952
history-history-timeline-23-which-0069,3,1960
history-history-timeline-24-which-0070,0,1969
history-history-timeline-24-which-0070,1,1964
history-history-timeline-24-which-0070,2,1976
history-history-timeline-24-which-0070,3,1984
history-history-timeline-25-which-0071,0,1776
history-history-timeline-25-which-0071,1,1771
history-history-timeline-25-which-0071,2,1783
history-history-timeline-25-which-0071,3,1791
history-history-timeline-26-which-0072,0,1787
history-history-timeline-26-which-0072,1,1782
history-history-timeline-26-which-0072,2,1794
history-history-timeline-26-which-0072,3,1802
history-history-timeline-27-which-0073,0,1803
history-history-timeline-27-which-0073,1,1798
history-history-timeline-27-which-0073,2,1810
history-history-timeline-27-which-0073,3,1818
history-history-timeline-28-which-0074,0,1861
history-history-timeline-28-which-0074,1,1856
history-history-timeline-28-which-0074,2,1868
history-history-timeline-28-which-0074,3,1876
history-history-timeline-29-which-0075,0,1865
history-history-timeline-29-which-0075,1,1860
history-history-timeline-29-which-0075,2,1872
history-history-timeline-29-which-0075,3,1880
history-history-timeline-30-which-0076,0,1903
history-history-timeline-30-which-0076,1,1898
history-history-timeline-30-which-0076,2,1910
history-history-timeline-30-which-0076,3,1918
history-history-timeline-31-which-0077,0,1945
history-history-timeline-31-which-0077,1,1940
history-history-timeline-31-which-0077,2,1952
history-history-timeline-31-which-0077,3,1960
history-history-timeline-32-which-0078,0,1969
history-history-timeline-32-which-0078,1,1964
history-history-timeline-32-which-0078,2,1976
history-history-timeline-32-which-0078,3,1984
history-history-timeline-33-which-0079,0,1776
history-history-timeline-33-which-0079,1,1771
history-history-timeline-33-which-0079,2,1783
history-history-timeline-33-which-0079,3,1791
history-history-timeline-34-which-0080,0,1787
history-history-timeline-34-which-0080,1,1782
history-history-timeline-34-which-0080,2,1794
history-history-timeline-34-which-0080,3,1802
history-history-timeline-35-which-0081,0,1803
history-history-timeline-35-which-0081,1,1798
history-history-timeline-35-which-0081,2,1810
history-history-timeline-35-which-0081,3,1818
history-history-timeline-36-which-0082,0,1861
history-history-timeline-36-which-0082,1,1856
history-history-timeline-36-which-0082,2,1868
history-history-timeline-36-which-0082,3,1876
history-history-timeline-37-which-0083,0,1865
history-history-timeline-37-which-0083,1,1860
history-history-timeline-37-which-0083,2,1872
history-history-timeline-37-which-0083,3,1880
history-history-timeline-38-which-0084,0,1903
history-history-timeline-38-which-0084,1,1898
history-history-timeline-38-which-0084,2,1910
history-history-timeline-38-which-0084,3,1918
history-history-timeline-39-which-0085,0,1945
history-history-timeline-39-which-0085,1,1940
history-history-timeline-39-which-0085,2,1952
history-history-timeline-39-which-0085,3,1960
history-history-timeline-40-which-0086,0,1969
history-history-timeline-40-which-0086,1,1964
history-history-timeline-40-which-0086,2,1976
history-history-timeline-40-which-0086,3,1984
history-history-timeline-41-which-0087,0,1776
history-history-timeline-41-which-0087,1,1771
history-history-timeline-41-which-0087,2,1783
history-history-timeline-41-which-0087,3,1791
history-history-timeline-42-which-0088,0,1787
history-history-timeline-42-which-0088,1,1782
history-history-timeline-42-which-0088,2,1794
history-history-timeline-42-which-0088,3,1802
history-history-timeline-43-which-0089,0,1803
history-history-timeline-43-which-0089,1,1798
history-history-timeline-43-which-0089,2,1810
history-history-timeline-43-which-0089,3,1818
history-history-timeline-44-which-0090,0,1861
history-history-timeline-44-which-0090,1,1856
history-history-timeline-44-which-0090,2,1868
history-history-timeline-44-which-0090,3,1876
history-history-timeline-45-which-0091,0,1865
history-history-timeline-45-which-0091,1,1860
history-history-timeline-45-which-0091,2,1872
history-history-timeline-45-which-0091,3,1880
history-history-timeline-46-which-0092,0,1903
history-history-timeline-46-which-0092,1,1898
history-history-timeline-46-which-0092,2,1910
history-history-timeline-46-which-0092,3,1918
history-history-timeline-47-which-0093,0,1945
history-history-timeline-47-which-0093,1,1940
history-history-timeline-47-which-0093,2,1952
history-history-timeline-47-which-0093,3,1960
history-history-timeline-48-which-0094,0,1969
history-history-timeline-48-which-0094,1,1964
history-history-timeline-48-which-0094,2,1976
history-history-timeline-48-which-0094,3,1984
history-history-timeline-49-which-0095,0,1776
history-history-timeline-49-which-0095,1,1771
history-history-timeline-49-which-0095,2,1783
history-history-timeline-49-which-0095,3,1791
history-history-timeline-50-which-0096,0,1787
history-history-timeline-50-which-0096,1,1782
history-history-timeline-50-which-0096,2,1794
history-history-timeline-50-which-0096,3,1802
history-history-timeline-51-which-0097,0,1803
history-history-timeline-51-which-0097,1,1798
history-history-timeline-51-which-0097,2,1810
history-history-timeline-51-which-0097,3,1818
history-history-timeline-52-which-0098,0,1861
history-history-timeline-52-which-0098,1,1856
history-history-timeline-52-which-0098,2,1868
history-history-timeline-52-which-0098,3,1876
history-history-timeline-53-which-0099,0,1865
history-history-timeline-53-which-0099,1,1860
history-history-timeline-53-which-0099,2,1872
history-history-timeline-53-which-0099,3,1880
history-history-timeline-54-which-0100,0,1903
history-history-timeline-54-which-0100,1,1898
history-history-timeline-54-which-0100,2,1910
history-history-timeline-54-which-0100,3,1918
language-reading-which-word-means-about-0001,0,tiny
language-reading-which-word-means-about-0001,1,big
language-reading-which-word-means-about-0001,2,large
language-reading-which-word-means-about-0001,3,quick
language-reading-which-word-means-about-0002,0,big
language-reading-which-word-means-about-0002,1,quick
language-reading-which-word-means-about-0002,2,rapid
language-reading-which-word-means-about-0002,3,tiny
language-reading-which-word-means-about-0003,0,quick
language-reading-which-word-means-about-0003,1,large
language-reading-which-word-means-about-0003,2,small
language-reading-which-word-means-about-0003,3,rapid
language-reading-which-word-means-about-0004,0,glad
language-reading-which-word-means-about-0004,1,rapid
language-reading-which-word-means-about-0004,2,quick
language-reading-which-word-means-about-0004,3,large
language-reading-which-word-means-about-0005,0,rapid
language-reading-which-word-means-about-0005,1,quick
language-reading-which-word-means-about-0005,2,mad
language-reading-which-word-means-about-0005,3,large
language-reading-which-word-means-about-0006,0,start
language-reading-which-word-means-about-0006,1,large
language-reading-which-word-means-about-0006,2,quick
language-reading-which-word-means-about-0006,3,rapid
language-reading-which-word-means-about-0007,0,quick
language-reading-which-word-means-about-0007,1,large
language-reading-which-word-means-about-0007,2,rapid
language-reading-which-word-means-about-0007,3,end
language-reading-which-word-means-about-0008,0,large
language-reading-which-word-means-about-0008,1,rapid
language-reading-which-word-means-about-0008,2,quick
language-reading-which-word-means-about-0008,3,quiet
language-reading-which-word-means-about-0009,0,rapid
language-reading-which-word-means-about-0009,1,quick
language-reading-which-word-means-about-0009,2,clever
language-reading-which-word-means-about-0009,3,large
language-reading-which-word-means-about-0010,0,rapid
language-reading-which-word-means-about-0010,1,courageous
language-reading-which-word-means-about-0010,2,large
language-reading-which-word-means-about-0010,3,quick
language-reading-which-word-means-about-0011,0,rapid
language-reading-which-word-means-about-0011,1,easy
language-reading-which-word-means-about-0011,2,large
language-reading-which-word-means-about-0011,3,quick
language-reading-which-word-means-about-0012,0,quick
language-reading-which-word-means-about-0012,1,rapid
language-reading-which-word-means-about-0012,2,difficult
language-reading-which-word-means-about-0012,3,large
language-reading-which-word-means-about-0013,0,neat
language-reading-which-word-means-about-0013,1,rapid
language-reading-which-word-means-about-0013,2,large
language-reading-which-word-means-about-0013,3,quick
language-reading-which-word-means-about-0014,0,rapid
language-reading-which-word-means-about-0014,1,untidy
language-reading-which-word-means-about-0014,2,large
language-reading-which-word-means-about-0014,3,quick
language-reading-which-word-means-about-0015,0,rapid
language-reading-which-word-means-about-0015,1,present
language-reading-which-word-means-about-0015,2,quick
language-reading-which-word-means-about-0015,3,large
language-reading-which-word-means-about-0016,0,quick
language-reading-which-word-means-about-0016,1,large
language-reading-which-word-means-about-0016,2,task
language-reading-which-word-means-about-0016,3,rapid
language-reading-which-word-means-about-0017,0,quick
language-reading-which-word-means-about-0017,1,rapid
language-reading-which-word-means-about-0017,2,see
language-reading-which-word-means-about-0017,3,large
language-reading-which-word-means-about-0018,0,yell
language-reading-which-word-means-about-0018,1,large
language-reading-which-word-means-about-0018,2,quick
language-reading-which-word-means-about-0018,3,rapid
language-reading-which-word-means-about-0019,0,quick
language-reading-which-word-means-about-0019,1,speedy
language-reading-which-word-means-about-0019,2,rapid
language-reading-which-word-means-about-0019,3,large
language-reading-which-word-means-about-0020,0,rapid
language-reading-which-word-means-about-0020,1,large
language-reading-which-word-means-about-0020,2,cold
language-reading-which-word-means-about-0020,3,quick
language-reading-which-word-means-about-0021,0,rapid
language-reading-which-word-means-about-0021,1,hot
language-reading-which-word-means-about-0021,2,large
language-reading-which-word-means-about-0021,3,quick
language-reading-which-word-means-about-0022,0,rapid
language-reading-which-word-means-about-0022,1,large
language-reading-which-word-means-about-0022,2,honest
language-reading-which-word-means-about-0022,3,quick
language-reading-which-word-means-about-0023,0,rapid
language-reading-which-word-means-about-0023,1,fix
language-reading-which-word-means-about-0023,2,large
language-reading-which-word-means-about-0023,3,quick
language-reading-which-word-means-about-0024,0,quick
language-reading-which-word-means-about-0024,1,rapid
language-reading-which-word-means-about-0024,2,large
language-reading-which-word-means-about-0024,3,select
language-reading-which-word-means-about-0025,0,rapid
language-reading-which-word-means-about-0025,1,quick
language-reading-which-word-means-about-0025,2,large
language-reading-which-word-means-about-0025,3,vacant
language-reading-which-word-means-about-0026,0,rapid
language-reading-which-word-means-about-0026,1,large
language-reading-which-word-means-about-0026,2,tale
language-reading-which-word-means-about-0026,3,quick
language-reading-which-word-means-about-0027,0,quick
language-reading-which-word-means-about-0027,1,leap
language-reading-which-word-means-about-0027,2,large
language-reading-which-word-means-about-0027,3,rapid
language-reading-which-word-means-about-0028,0,consume
language-reading-which-word-means-about-0028,1,rapid
language-reading-which-word-means-about-0028,2,large
language-reading-which-word-means-about-0028,3,quick
language-reading-which-word-means-about-0029,0,rapid
language-reading-which-word-means-about-0029,1,quick
language-reading-which-word-means-about-0029,2,large
language-reading-which-word-means-about-0029,3,tired
language-reading-which-word-means-about-0030,0,large
language-reading-which-word-means-about-0030,1,quick
language-reading-which-word-means-about-0030,2,rapid
language-reading-which-word-means-about-0030,3,pal
language-reading-which-word-means-about-0031,0,large
language-reading-which-word-means-about-0031,1,rapid
language-reading-which-word-means-about-0031,2,quick
language-reading-which-word-means-about-0031,3,silly
language-reading-which-word-means-about-0032,0,large
language-reading-which-word-means-about-0032,1,rapid
language-reading-which-word-means-about-0032,2,quick
language-reading-which-word-means-about-0032,3,rock
language-reading-which-word-means-about-0033,0,large
language-reading-which-word-means-about-0033,1,quick
language-reading-which-word-means-about-0033,2,rapid
language-reading-which-word-means-about-0033,3,shine
language-reading-which-word-means-about-0034,0,peaceful
language-reading-which-word-means-about-0034,1,large
language-reading-which-word-means-about-0034,2,rapid
language-reading-which-word-means-about-0034,3,quick
language-reading-which-word-means-about-0035,0,rapid
language-reading-which-word-means-about-0035,1,large
language-reading-which-word-means-about-0035,2,secure
language-reading-which-word-means-about-0035,3,quick
language-reading-which-word-means-about-0036,0,quick
language-reading-which-word-means-about-0036,1,large
language-reading-which-word-means-about-0036,2,little
language-reading-which-word-means-about-0036,3,rapid
language-reading-which-word-means-about-0037,0,pleased
language-reading-which-word-means-about-0037,1,large
language-reading-which-word-means-about-0037,2,rapid
language-reading-which-word-means-about-0037,3,quick
language-reading-what-is-the-opposite-0038,0,down
language-reading-what-is-the-opposite-0038,1,out
language-reading-what-is-the-opposite-0038,2,late
language-reading-what-is-the-opposite-0038,3,cold
language-reading-what-is-the-opposite-0039,0,late
language-reading-what-is-the-opposite-0039,1,down
language-reading-what-is-the-opposite-0039,2,cold
language-reading-what-is-the-opposite-0039,3,out
language-reading-what-is-the-opposite-0040,0,down
language-reading-what-is-the-opposite-0040,1,out
language-reading-what-is-the-opposite-0040,2,late
language-reading-what-is-the-opposite-0040,3,cold
language-reading-what-is-the-opposite-0041,0,cold
language-reading-what-is-the-opposite-0041,1,late
language-reading-what-is-the-opposite-0041,2,down
language-reading-what-is-the-opposite-0041,3,out
language-reading-what-is-the-opposite-0042,0,down
language-reading-what-is-the-opposite-0042,1,cold
language-reading-what-is-the-opposite-0042,2,late
language-reading-what-is-the-opposite-0042,3,full
language-reading-what-is-the-opposite-0043,0,late
language-reading-what-is-the-opposite-0043,1,down
language-reading-what-is-the-opposite-0043,2,cold
language-reading-what-is-the-opposite-0043,3,night
language-reading-what-is-the-opposite-0044,0,cold
language-reading-what-is-the-opposite-0044,1,late
language-reading-what-is-the-opposite-0044,2,closed
language-reading-what-is-the-opposite-0044,3,down
language-reading-what-is-the-opposite-0045,0,late
language-reading-what-is-the-opposite-0045,1,cold
language-reading-what-is-the-opposite-0045,2,old
language-reading-what-is-the-opposite-0045,3,down
language-reading-what-is-the-opposite-0046,0,weak
language-reading-what-is-the-opposite-0046,1,late
language-reading-what-is-the-opposite-0046,2,cold
language-reading-what-is-the-opposite-0046,3,down
language-reading-what-is-the-opposite-0047,0,late
language-reading-what-is-the-opposite-0047,1,down
language-reading-what-is-the-opposite-0047,2,cold
language-reading-what-is-the-opposite-0047,3,far
language-reading-what-is-the-opposite-0048,0,cold
language-reading-what-is-the-opposite-0048,1,down
language-reading-what-is-the-opposite-0048,2,low
language-reading-what-is-the-opposite-0048,3,late
language-reading-what-is-the-opposite-0049,0,down
language-reading-what-is-the-opposite-0049,1,cold
language-reading-what-is-the-opposite-0049,2,cry
language-reading-what-is-the-opposite-0049,3,late
language-reading-what-is-the-opposite-0050,0,down
language-reading-what-is-the-opposite-0050,1,lose
language-reading-what-is-the-opposite-0050,2,cold
language-reading-what-is-the-opposite-0050,3,late
language-reading-what-is-the-opposite-0051,0,leave
language-reading-what-is-the-opposite-0051,1,cold
language-reading-what-is-the-opposite-0051,2,late
language-reading-what-is-the-opposite-0051,3,down
language-reading-what-is-the-opposite-0052,0,down
language-reading-what-is-the-opposite-0052,1,cold
language-reading-what-is-the-opposite-0052,2,subtract
language-reading-what-is-the-opposite-0052,3,late
language-reading-what-is-the-opposite-0053,0,down
language-reading-what-is-the-opposite-0053,1,refuse
language-reading-what-is-the-opposite-0053,2,late
language-reading-what-is-the-opposite-0053,3,cold
language-reading-what-is-the-opposite-0054,0,cold
language-reading-what-is-the-opposite-0054,1,down
language-reading-what-is-the-opposite-0054,2,late
language-reading-what-is-the-opposite-0054,3,dead
language-reading-what-is-the-opposite-0055,0,down
language-reading-what-is-the-opposite-0055,1,cold
language-reading-what-is-the-opposite-0055,2,late
language-reading-what-is-the-opposite-0055,3,hard
language-reading-what-is-the-opposite-0056,0,cold
language-reading-what-is-the-opposite-0056,1,dangerous
language-reading-what-is-the-opposite-0056,2,late
language-reading-what-is-the-opposite-0056,3,down
language-reading-what-is-the-opposite-0057,0,late
language-reading-what-is-the-opposite-0057,1,cold
language-reading-what-is-the-opposite-0057,2,down
language-reading-what-is-the-opposite-0057,3,rough
language-reading-what-is-the-opposite-0058,0,down
language-reading-what-is-the-opposite-0058,1,back
language-reading-what-is-the-opposite-0058,2,cold
language-reading-what-is-the-opposite-0058,3,late
language-reading-what-is-the-opposite-0059,0,down
language-reading-what-is-the-opposite-0059,1,late
language-reading-what-is-the-opposite-0059,2,thin
language-reading-what-is-the-opposite-0059,3,cold
language-reading-what-is-the-opposite-0060,0,cold
language-reading-what-is-the-opposite-0060,1,down
language-reading-what-is-the-opposite-0060,2,late
language-reading-what-is-the-opposite-0060,3,sour
language-reading-what-is-the-opposite-0061,0,down
language-reading-what-is-the-opposite-0061,1,cold
language-reading-what-is-the-opposite-0061,2,late
language-reading-what-is-the-opposite-0061,3,dark
language-reading-what-is-the-opposite-0062,0,down
language-reading-what-is-the-opposite-0062,1,cold
language-reading-what-is-the-opposite-0062,2,late
language-reading-what-is-the-opposite-0062,3,dirty
language-reading-what-is-the-opposite-0063,0,late
language-reading-what-is-the-opposite-0063,1,cold
language-reading-what-is-the-opposite-0063,2,down
language-reading-what-is-the-opposite-0063,3,sad
language-reading-what-is-the-opposite-0064,0,late
language-reading-what-is-the-opposite-0064,1,cold
language-reading-what-is-the-opposite-0064,2,down
language-reading-what-is-the-opposite-0064,3,loud
language-reading-what-is-the-opposite-0065,0,down
language-reading-what-is-the-opposite-0065,1,late
language-reading-what-is-the-opposite-0065,2,cold
language-reading-what-is-the-opposite-0065,3,outside
language-reading-what-is-the-opposite-0066,0,down
language-reading-what-is-the-opposite-0066,1,destroy
language-reading-what-is-the-opposite-0066,2,late
language-reading-what-is-the-opposite-0066,3,cold
language-reading-what-is-the-opposite-0067,0,late
language-reading-what-is-the-opposite-0067,1,lend
language-reading-what-is-the-opposite-0067,2,down
language-reading-what-is-the-opposite-0067,3,cold
language-reading-which-contraction-matches-do-0068,0,don't
language-reading-which-contraction-matches-do-0068,1,it's
language-reading-which-contraction-matches-do-0068,2,can't
language-reading-which-contraction-matches-do-0068,3,won't
language-reading-which-contraction-matches-can-0069,0,it's
language-reading-which-contraction-matches-can-0069,1,won't
language-reading-which-contraction-matches-can-0069,2,can't
language-reading-which-contraction-matches-can-0069,3,don't
language-reading-which-contraction-matches-will-0070,0,it's
language-reading-which-contraction-matches-will-0070,1,don't
language-reading-which-contraction-matches-will-0070,2,won't
language-reading-which-contraction-matches-will-0070,3,can't
language-reading-which-contraction-matches-it-0071,0,it's
language-reading-which-contraction-matches-it-0071,1,don't
language-reading-which-contraction-matches-it-0071,2,can't
language-reading-which-contraction-matches-it-0071,3,won't
language-reading-which-contraction-matches-i-0072,0,don't
language-reading-which-contraction-matches-i-0072,1,can't
language-reading-which-contraction-matches-i-0072,2,won't
language-reading-which-contraction-matches-i-0072,3,I'm
language-reading-which-contraction-matches-they-0073,0,won't
language-reading-which-contraction-matches-they-0073,1,can't
language-reading-which-contraction-matches-they-0073,2,they're
language-reading-which-contraction-matches-they-0073,3,don't
language-reading-which-contraction-matches-we-0074,0,don't
language-reading-which-contraction-matches-we-0074,1,can't
language-reading-which-contraction-matches-we-0074,2,we're
language-reading-which-contraction-matches-we-0074,3,won't
language-reading-which-contraction-matches-she-0075,0,won't
language-reading-which-contraction-matches-she-0075,1,she's
language-reading-which-contraction-matches-she-0075,2,don't
language-reading-which-contraction-matches-she-0075,3,can't
language-reading-which-contraction-matches-he-0076,0,don't
language-reading-which-contraction-matches-he-0076,1,won't
language-reading-which-contraction-matches-he-0076,2,he's
language-reading-which-contraction-matches-he-0076,3,can't
language-reading-which-contraction-matches-you-0077,0,can't
language-reading-which-contraction-matches-you-0077,1,don't
language-reading-which-contraction-matches-you-0077,2,won't
language-reading-which-contraction-matches-you-0077,3,you're
language-reading-which-contraction-matches-did-0078,0,didn't
language-reading-which-contraction-matches-did-0078,1,don't
language-reading-which-contraction-matches-did-0078,2,won't
language-reading-which-contraction-matches-did-0078,3,can't
language-reading-which-contraction-matches-has-0079,0,won't
language-reading-which-contraction-matches-has-0079,1,don't
language-reading-which-contraction-matches-has-0079,2,can't
language-reading-which-contraction-matches-has-0079,3,hasn't
language-reading-which-contraction-matches-have-0080,0,don't
language-reading-which-contraction-matches-have-0080,1,won't
language-reading-which-contraction-matches-have-0080,2,can't
language-reading-which-contraction-matches-have-0080,3,haven't
language-reading-which-contraction-matches-is-0081,0,don't
language-reading-which-contraction-matches-is-0081,1,can't
language-reading-which-contraction-matches-is-0081,2,won't
language-reading-which-contraction-matches-is-0081,3,isn't
language-reading-which-contraction-matches-are-0082,0,won't
language-reading-which-contraction-matches-are-0082,1,don't
language-reading-which-contraction-matches-are-0082,2,can't
language-reading-which-contraction-matches-are-0082,3,aren't
language-reading-which-contraction-matches-could-0083,0,can't
language-reading-which-contraction-matches-could-0083,1,don't
language-reading-which-contraction-matches-could-0083,2,won't
language-reading-which-contraction-matches-could-0083,3,couldn't
language-reading-which-contraction-matches-should-0084,0,won't
language-reading-which-contraction-matches-should-0084,1,shouldn't
language-reading-which-contraction-matches-should-0084,2,don't
language-reading-which-contraction-matches-should-0084,3,can't
language-reading-which-contraction-matches-would-0085,0,can't
language-reading-which-contraction-matches-would-0085,1,wouldn't
language-reading-which-contraction-matches-would-0085,2,don't
language-reading-which-contraction-matches-would-0085,3,won't
language-reading-what-is-the-correct-0086,0,babies
language-reading-what-is-the-correct-0086,1,boxes
language-reading-what-is-the-correct-0086,2,buses
language-reading-what-is-the-correct-0086,3,cities
language-reading-what-is-the-correct-0087,0,boxes
language-reading-what-is-the-correct-0087,1,cities
language-reading-what-is-the-correct-0087,2,buses
language-reading-what-is-the-correct-0087,3,babies
language-reading-what-is-the-correct-0088,0,cities
language-reading-what-is-the-correct-0088,1,babies
language-reading-what-is-the-correct-0088,2,boxes
language-reading-what-is-the-correct-0088,3,buses
language-reading-what-is-the-correct-0089,0,babies
language-reading-what-is-the-correct-0089,1,boxes
language-reading-what-is-the-correct-0089,2,cities
language-reading-what-is-the-correct-0089,3,buses
language-reading-what-is-the-correct-0090,0,babies
language-reading-what-is-the-correct-0090,1,cities
language-reading-what-is-the-correct-0090,2,foxes
language-reading-what-is-the-correct-0090,3,buses
language-reading-what-is-the-correct-0091,0,cities
language-reading-what-is-the-correct-0091,1,babies
language-reading-what-is-the-correct-0091,2,buses
language-reading-what-is-the-correct-0091,3,leaves
language-reading-what-is-the-correct-0092,0,babies
language-reading-what-is-the-correct-0092,1,wolves
language-reading-what-is-the-correct-0092,2,cities
language-reading-what-is-the-correct-0092,3,buses
language-reading-what-is-the-correct-0093,0,stories
language-reading-what-is-the-correct-0093,1,cities
language-reading-what-is-the-correct-0093,2,buses
language-reading-what-is-the-correct-0093,3,babies
language-reading-what-is-the-correct-0094,0,cities
language-reading-what-is-the-correct-0094,1,buses
language-reading-what-is-the-correct-0094,2,babies
language-reading-what-is-the-correct-0094,3,brushes
language-reading-what-is-the-correct-0095,0,dishes
language-reading-what-is-the-correct-0095,1,babies
language-reading-what-is-the-correct-0095,2,buses
language-reading-what-is-the-correct-0095,3,cities
language-reading-what-is-the-correct-0096,0,cities
language-reading-what-is-the-correct-0096,1,buses
language-reading-what-is-the-correct-0096,2,churches
language-reading-what-is-the-correct-0096,3,babies
language-reading-what-is-the-correct-0097,0,cities
language-reading-what-is-the-correct-0097,1,heroes
language-reading-what-is-the-correct-0097,2,babies
language-reading-what-is-the-correct-0097,3,buses
language-reading-what-is-the-correct-0098,0,potatoes
language-reading-what-is-the-correct-0098,1,buses
language-reading-what-is-the-correct-0098,2,cities
language-reading-what-is-the-correct-0098,3,babies
language-reading-what-is-the-correct-0099,0,buses
language-reading-what-is-the-correct-0099,1,babies
language-reading-what-is-the-correct-0099,2,cities
language-reading-what-is-the-correct-0099,3,knives
language-reading-what-is-the-correct-0100,0,babies
language-reading-what-is-the-correct-0100,1,cities
language-reading-what-is-the-correct-0100,2,buses
language-reading-what-is-the-correct-0100,3,shelves
